"id","word","trans_word","type","createdAt","updatedAt"
2994,hộp 03 vỉ x 10 viên 5 vỉ x 10 viên hộp 1 lọ x 60 viên 100 viên 150 viên,box of 3 blisters x 10 tablets 5 blisters x 10 tablets box of 1 bottle x 60 tablets 100 tablets 150 tablets,translate,2021-10-18 11:29:59.585 +0700,2021-10-18 11:29:59.585 +0700
3184,vd 33427 19,vd 33427 19,translate,2021-10-18 11:33:49.689 +0700,2021-10-18 11:33:49.689 +0700
3186,hộp 1 túi x 2,box of 1 bag x 2,translate,2021-10-18 11:33:49.798 +0700,2021-10-18 11:33:49.798 +0700
3188,vd 18319 13,vd 18319 13,translate,2021-10-18 11:33:53.844 +0700,2021-10-18 11:33:53.844 +0700
3189,vd 31481 19,vd 31481 19,translate,2021-10-18 11:33:53.912 +0700,2021-10-18 11:33:53.912 +0700
6068,thương nhĩ tử 25 g,"25 g",translate,2021-10-18 16:01:15.555 +0700,2021-10-18 16:01:15.555 +0700
6151,"230mg 200mg 25mg","230mg 200mg 25mg",translate,2021-10-18 16:01:53.264 +0700,2021-10-18 16:01:53.264 +0700
6500,thuốc tiêm tiêm truyền,injectable drugs,translate,2021-10-20 11:13:35.825 +0700,2021-10-20 11:13:35.825 +0700
7158,gel hộp 1 tuýp 100g gel sát trùng âm đạo,gel box 1 tube 100g vaginal antiseptic gel,translate,2021-10-20 11:31:10.012 +0700,2021-10-20 11:31:10.012 +0700
7408,viên giải phóng chậm hộp 10 vỉ x 10 viên hộp 1 chai x 100 viên chai 500 viên uống,slow-release tablets box of 10 blisters x 10 tablets box of 1 bottle x 100 tablets bottle of 500 oral tablets,translate,2021-10-20 11:32:49.108 +0700,2021-10-20 11:32:49.108 +0700
7467,hộp 5 ống 10ml dung dịch tiêm truyền tĩnh mạch thuốc tiêm,box of 5 ampoules of 10ml intravenous infusion solution for injection,translate,2021-10-20 11:33:10.957 +0700,2021-10-20 11:33:10.957 +0700
7469,bột pha hỗn dịch uống hộp 1 lọ,"powder for oral suspension, box of 1 bottle",translate,2021-10-20 11:33:11.816 +0700,2021-10-20 11:33:11.816 +0700
7491,viên nang cứng hộp 4 vỉ x 15 viên uống,hard capsule box of 4 blisters x 15 oral tablets,translate,2021-10-20 11:33:25.356 +0700,2021-10-20 11:33:25.356 +0700
7725,bột pha hỗn dịch uống,powder for oral suspension,translate,2021-10-20 11:49:36.551 +0700,2021-10-20 11:49:36.551 +0700
7864,viên nén bao phin,film-coated tablets,translate,2021-10-20 12:16:52.624 +0700,2021-10-20 12:16:52.624 +0700
7988,thuốc cốm pha hỗn dịnh uống,mixed granules for drinking,translate,2021-10-20 12:46:42.906 +0700,2021-10-20 12:46:42.906 +0700
8109,thuốc bột pha tiêm im/iv,im/iv . powder for injection,translate,2021-10-20 13:19:52.017 +0700,2021-10-20 13:19:52.017 +0700
8252,viên đặt âm đạo viên,vaginal suppository,translate,2021-10-20 13:49:52.461 +0700,2021-10-20 13:49:52.461 +0700
8254,tiêm/ tiêm truyền,injection/infusion,translate,2021-10-20 13:49:56.088 +0700,2021-10-20 13:49:56.088 +0700
8263,viên nén giải phóng chậm (viên nén giải phóng biến đổi),slow-release tablets (modified-release tablets),translate,2021-10-20 13:51:07.221 +0700,2021-10-20 13:51:07.221 +0700
8393,thuốc bột và dung môi pha dung dịch tiêm dùng tiêm bắp,powder and solvent for solution for injection for intramuscular injection,translate,2021-10-20 14:11:41.911 +0700,2021-10-20 14:11:41.911 +0700
8492,dung dịch tiêmđóng sẵn trong bơm tiêm,prefilled injection solution in syringe,translate,2021-10-20 14:44:50.482 +0700,2021-10-20 14:44:50.482 +0700
8632,ống/lọ/bơm tiêm,ampoules/vials/injectors,translate,2021-10-20 15:17:51.567 +0700,2021-10-20 15:17:51.567 +0700
8636,hộp 3 vỉ x 10 viên nang cứng viên nang cứng uống,box of 3 blisters x 10 hard capsules oral hard capsules,translate,2021-10-20 15:18:03.711 +0700,2021-10-20 15:18:03.711 +0700
8638,hộp 1 lọ 80 viên nang viên nang uống,box of 1 bottle of 80 capsules oral capsule,translate,2021-10-20 15:18:27.257 +0700,2021-10-20 15:18:27.257 +0700
8661,hộp 1 bơm tiêm đóng sẵn thuốc x 0 3ml dung dịch tiêm tiêm,box of 1 prefilled syringe x 0 3ml injection solution,translate,2021-10-20 15:19:12.442 +0700,2021-10-20 15:19:12.442 +0700
8665,thuốc tiêm tiêm bắp sâu mỗi lọ chứa 1 liều 0 5ml,drug for deep intramuscular injection each vial contains 1 dose of 0 5ml,translate,2021-10-20 15:19:20.591 +0700,2021-10-20 15:19:20.591 +0700
8677,hộp 2 vỉ x 15 viên viên nén bao phim uống,box of 2 blisters x 15 oral film coated tablets,translate,2021-10-20 15:19:51.629 +0700,2021-10-20 15:19:51.629 +0700
8774,viên nang cứng(trắng tím),hard capsule (purple white),translate,2021-10-20 15:37:00.650 +0700,2021-10-20 15:37:00.650 +0700
8924,viên hoàn cứng lọ 200 viên,hard capsule 200 tablets,translate,2021-10-20 16:08:40.633 +0700,2021-10-20 16:08:40.633 +0700
8925,chai/ lọ/ bình,bottle/jar/jar,translate,2021-10-20 16:09:21.772 +0700,2021-10-20 16:09:21.772 +0700
653,viên nang cứng (xanh đậm xanh nhạt),hard capsule (dark green light green),translate,2021-05-20 08:56:33.033 +0700,2021-05-20 08:56:33.033 +0700
811,rượu thuốc,medicinal alcohol,translate,2021-05-20 11:11:07.504 +0700,2021-05-20 11:11:07.504 +0700
1445,hộp 1 lọ nhựa 30 viên,box of 1 plastic bottle of 30 tablets,translate,2021-10-18 10:58:53.908 +0700,2021-10-18 10:58:53.908 +0700
1451,glucose 11 0% amino acids 11 3% fat emulsion 20 0%,glucose 11 0% amino acids 11 3% fat emulsion 20 0%,translate,2021-10-18 10:58:59.233 +0700,2021-10-18 10:58:59.233 +0700
1453,vn 17644 14,vn 17644 14,translate,2021-10-18 10:58:59.275 +0700,2021-10-18 10:58:59.275 +0700
1456,hộp 1 lọ + 1 ống nước pha tiêm 5ml,box of 1 vial + 1 ampoule of water for injection 5ml,translate,2021-10-18 10:58:59.384 +0700,2021-10-18 10:58:59.384 +0700
1458,"1 6 12","1 6 12",translate,2021-10-18 10:59:03.230 +0700,2021-10-18 10:59:03.230 +0700
2997,vd 21707 14,vd 21707 14,translate,2021-10-18 11:30:03.168 +0700,2021-10-18 11:30:03.168 +0700
3000,hộp 10 vỉ x 20 viên ép vỉ nhôm pvc,box of 10 blisters x 20 tablets of pvc aluminum blister,translate,2021-10-18 11:30:03.250 +0700,2021-10-18 11:30:03.250 +0700
3019,"125mg 125mg 250mcg","125mg 125mg 250mcg",translate,2021-10-18 11:30:26.193 +0700,2021-10-18 11:30:26.193 +0700
3038,"50 vỉ x 15 viên nén","50 blisters x 15 tablets",translate,2021-10-18 11:30:39.914 +0700,2021-10-18 11:30:39.914 +0700
3039,hộp 10 vỉ 12 vỉ 20 vỉ x 10 viên hộp 25 vỉ x 4 viên,box of 10 blisters 12 blisters 20 blisters x 10 tablets box of 25 blisters x 4 tablets,translate,2021-10-18 11:30:40.028 +0700,2021-10-18 11:30:40.028 +0700
3047,vn 1125 06,vn 1125 06,translate,2021-10-18 11:30:54.229 +0700,2021-10-18 11:30:54.229 +0700
3051,vd 31432 19,vd 31432 19,translate,2021-10-18 11:30:58.081 +0700,2021-10-18 11:30:58.081 +0700
3089,"10 lọ","10 vials",translate,2021-10-18 11:32:05.736 +0700,2021-10-18 11:32:05.736 +0700
3100,"150 100 100","150 100 100",translate,2021-10-18 11:32:20.454 +0700,2021-10-18 11:32:20.454 +0700
3110,hộp 1 vỉ 2 vỉ x 9 viên,box of 1 blister 2 blisters x 9 tablets,translate,2021-10-18 11:32:29.445 +0700,2021-10-18 11:32:29.445 +0700
3111,hộp 2 vỉ x 7 viên (vỉ nhôm nhôm),box of 2 blisters x 7 tablets (aluminum blister),translate,2021-10-18 11:32:33.169 +0700,2021-10-18 11:32:33.169 +0700
3194,hộp 3 vỉ x 10 viên hộp 10 vỉ x 10 viên,box of 3 blisters x 10 tablets box of 10 blisters x 10 tablets,translate,2021-10-18 11:33:54.046 +0700,2021-10-18 11:33:54.046 +0700
3199,vd 32392 19,vd 32392 19,translate,2021-10-18 11:34:00.747 +0700,2021-10-18 11:34:00.747 +0700
3211,"14mg 300mg 300mg","14mg 300mg 300mg",translate,2021-10-18 11:34:07.545 +0700,2021-10-18 11:34:07.545 +0700
3212,cao hạt lười ươi 5/1,"5/1",translate,2021-10-18 11:34:07.611 +0700,2021-10-18 11:34:07.611 +0700
3213,vd 15248 11,vd 15248 11,translate,2021-10-18 11:34:07.730 +0700,2021-10-18 11:34:07.730 +0700
3215,vd 33765 19,vd 33765 19,translate,2021-10-18 11:34:11.544 +0700,2021-10-18 11:34:11.544 +0700
3216,qlđb 699 18,qlđb 699 18,translate,2021-10-18 11:34:11.548 +0700,2021-10-18 11:34:11.548 +0700
3220,hộp 2 túi x 5 vỉ x 10 viên hộp 1 túi x 5 vỉ x 10 viên,box of 2 bags x 5 blisters x 10 tablets box of 1 bag x 5 blisters x 10 tablets,translate,2021-10-18 11:34:11.747 +0700,2021-10-18 11:34:11.747 +0700
3223,mẫu đơn bì 12g,"12g bì packaging form",translate,2021-10-18 11:34:15.554 +0700,2021-10-18 11:34:15.554 +0700
3228,vd 29713 18,vd 29713 18,translate,2021-10-18 11:34:20.876 +0700,2021-10-18 11:34:20.876 +0700
3229,hộp 10 vỉ x 10 viên hộp 5 vỉ 25 vỉ x 20 viên chai 100 viên chai 500 viên,box of 10 blisters x 10 tablets box of 5 blisters 25 blisters x 20 tablets bottle of 100 tablets bottle of 500 tablets,translate,2021-10-18 11:34:20.998 +0700,2021-10-18 11:34:20.998 +0700
3230,vd 16012 11,vd 16012 11,translate,2021-10-18 11:34:24.808 +0700,2021-10-18 11:34:24.808 +0700
3231,hộp 15 vỉ x 4 viên,box of 15 blisters x 4 tablets,translate,2021-10-18 11:34:24.824 +0700,2021-10-18 11:34:24.824 +0700
3233,vd 27840 17,vd 27840 17,translate,2021-10-18 11:34:29.424 +0700,2021-10-18 11:34:29.424 +0700
3235,hộp 20 30 50 100 gói x 2 5g,box of 20 30 50 100 packs x 2 5g,translate,2021-10-18 11:34:29.626 +0700,2021-10-18 11:34:29.626 +0700
3237,vd 32073 19,vd 32073 19,translate,2021-10-18 11:34:34.396 +0700,2021-10-18 11:34:34.396 +0700
3238,hộp 5 vỉ 10 vỉ x 10 viên,box of 5 blisters of 10 blisters x 10 tablets,translate,2021-10-18 11:34:34.522 +0700,2021-10-18 11:34:34.522 +0700
3239,hộp 1chai 50ml,box of 1 bottle of 50ml,translate,2021-10-18 11:34:38.550 +0700,2021-10-18 11:34:38.550 +0700
3241,vd 32785 19,vd 32785 19,translate,2021-10-18 11:34:45.060 +0700,2021-10-18 11:34:45.060 +0700
3242,hộp 1 lọ 20 lọ,box of 1 bottle of 20 bottles,translate,2021-10-18 11:34:45.192 +0700,2021-10-18 11:34:45.192 +0700
3243,vd 32078 19,vd 32078 19,translate,2021-10-18 11:34:48.428 +0700,2021-10-18 11:34:48.428 +0700
3247,hộp 01 túi nhôm x 6 vỉ x 10 viên,box of 01 aluminum bag x 6 blisters x 10 tablets,translate,2021-10-18 11:34:52.959 +0700,2021-10-18 11:34:52.959 +0700
3254,mật ong 20 g,honey 20 g,translate,2021-10-18 11:35:00.968 +0700,2021-10-18 11:35:00.968 +0700
3255,"100mg 500mg 20mg","100mg 500mg 20mg",translate,2021-10-18 11:35:05.623 +0700,2021-10-18 11:35:05.623 +0700
3256,"200mcg 100mcg 200mcg","200mcg 100mcg 200mcg",translate,2021-10-18 11:35:05.667 +0700,2021-10-18 11:35:05.667 +0700
3257,đăng tâm thảo 150 mg,herbal medicine 150 mg,translate,2021-10-18 11:35:05.717 +0700,2021-10-18 11:35:05.717 +0700
3264,vitamin b5 16 mg,vitamin b5 16 mg,translate,2021-10-18 11:35:16.654 +0700,2021-10-18 11:35:16.654 +0700
3265,vitamin pp 24 mg,vitamin pp 24 mg,translate,2021-10-18 11:35:16.710 +0700,2021-10-18 11:35:16.710 +0700
3268,hộp 3 vỉ 5 vỉ 10 vỉ 100 vỉ x 10 viên hộp 2 vỉ 4 vỉ 100 vỉ x 15 viên chai 60 viên 100 viên 200 viên 500 viên 1 000 viên,"box of 3 blisters 5 blisters 10 blisters 100 blisters x 10 tablets box of 2 blisters 4 blisters 100 blisters x 15 tablets bottle 60 tablets 100 tablets 200 tablets 500 tablets 1,000 tablets",translate,2021-10-18 11:35:16.832 +0700,2021-10-18 11:35:16.832 +0700
3271,vd 19145 13,vd 19145 13,translate,2021-10-18 11:35:25.043 +0700,2021-10-18 11:35:25.043 +0700
3272,"1 100g/10ml 0 100g/10ml 0 050g/10ml","1 100g/10ml 0 100g/10ml 0 050g/10ml",translate,2021-10-18 11:35:25.094 +0700,2021-10-18 11:35:25.094 +0700
3275,vd 25920 16,vd 25920 16,translate,2021-10-18 11:35:30.968 +0700,2021-10-18 11:35:30.968 +0700
3277,hộp 1 3 10 vỉ x 10 viên,box of 1 3 10 blisters x 10 tablets,translate,2021-10-18 11:35:30.994 +0700,2021-10-18 11:35:30.994 +0700
3278,hộp 14 gói x 1g,box of 14 packs x 1g,translate,2021-10-18 11:35:35.815 +0700,2021-10-18 11:35:35.815 +0700
3281,ngưu tất,oxen,translate,2021-10-18 11:35:40.196 +0700,2021-10-18 11:35:40.196 +0700
3282,"125ml","125ml",translate,2021-10-18 11:35:40.243 +0700,2021-10-18 11:35:40.243 +0700
3284,hộp 06 vỉ x 14 viên,box of 06 blisters x 14 tablets,translate,2021-10-18 11:35:40.277 +0700,2021-10-18 11:35:40.277 +0700
3285,vd 32982 19,vd 32982 19,translate,2021-10-18 11:35:40.319 +0700,2021-10-18 11:35:40.319 +0700
3286,vd 34302 20,vd 34302 20,translate,2021-10-18 11:35:40.325 +0700,2021-10-18 11:35:40.325 +0700
3287,hộp 02 vỉ 10 vỉ x 10 viên,box of 02 blisters of 10 blisters x 10 tablets,translate,2021-10-18 11:35:40.434 +0700,2021-10-18 11:35:40.434 +0700
3288,qlđb 793 19,qlđb 793 19,translate,2021-10-18 11:35:44.687 +0700,2021-10-18 11:35:44.687 +0700
3292,oxomemazin hcl,oxomemazin hcl,translate,2021-10-18 11:35:47.600 +0700,2021-10-18 11:35:47.600 +0700
3293,gc 330 19,gc 330 19,translate,2021-10-18 11:35:47.624 +0700,2021-10-18 11:35:47.624 +0700
3294,vd 28475 17,vd 28475 17,translate,2021-10-18 11:35:47.636 +0700,2021-10-18 11:35:47.636 +0700
3299,"15g","15g",translate,2021-10-18 11:35:51.844 +0700,2021-10-18 11:35:51.844 +0700
3302,vd 34248 20,vd 34248 20,translate,2021-10-18 11:35:55.741 +0700,2021-10-18 11:35:55.741 +0700
3307,"10 000iu 100mg 5mg","10 000iu 100mg 5mg",translate,2021-10-18 11:35:59.445 +0700,2021-10-18 11:35:59.445 +0700
3308,vd 33961 19,vd 33961 19,translate,2021-10-18 11:35:59.485 +0700,2021-10-18 11:35:59.485 +0700
3316,vd 32583 19,vd 32583 19,translate,2021-10-18 11:36:06.570 +0700,2021-10-18 11:36:06.570 +0700
3317,"500mg 10mg 5mg","500mg 10mg 5mg",translate,2021-10-18 11:36:10.118 +0700,2021-10-18 11:36:10.118 +0700
3320,"50mcg selen 50mcg chromium 50mg vitamin c","50mcg selen 50mcg chromium 50mg vitamin c",translate,2021-10-18 11:36:13.516 +0700,2021-10-18 11:36:13.516 +0700
3322,vd 21884 14,vd 21884 14,translate,2021-10-18 11:36:13.585 +0700,2021-10-18 11:36:13.585 +0700
3323,vỉ 10 vỉ 4 viên bp,blister of 10 blisters of 4 bp tablets,translate,2021-10-18 11:36:13.711 +0700,2021-10-18 11:36:13.711 +0700
3324,"100mg 30mg 100mg","100mg 30mg 100mg",translate,2021-10-18 11:36:17.522 +0700,2021-10-18 11:36:17.522 +0700
3326,vd 33535 19,vd 33535 19,translate,2021-10-18 11:36:17.557 +0700,2021-10-18 11:36:17.557 +0700
654,thuốc tiêm bột,powder injection,translate,2021-05-20 08:58:32.029 +0700,2021-05-20 08:58:32.029 +0700
812,gel dùng tại chỗ,gel for topical use,translate,2021-05-20 11:12:45.010 +0700,2021-05-20 11:12:45.010 +0700
1460,vn 9506 05,vn 9506 05,translate,2021-10-18 10:59:03.265 +0700,2021-10-18 10:59:03.265 +0700
1461,hộp 1 tuýp 3 5g,box of 1 tube 3 5g,translate,2021-10-18 10:59:03.359 +0700,2021-10-18 10:59:03.359 +0700
3003,"500mg 5mg 2mg","500mg 5mg 2mg",translate,2021-10-18 11:30:06.527 +0700,2021-10-18 11:30:06.527 +0700
3084,v/10 h/30 t/5460,v/10 h/30 t/5460,translate,2021-10-18 11:32:00.290 +0700,2021-10-18 11:32:00.290 +0700
3091,vd 32566 19,vd 32566 19,translate,2021-10-18 11:32:09.162 +0700,2021-10-18 11:32:09.162 +0700
3225,trạch tả 12g),"12g description)",translate,2021-10-18 11:34:15.760 +0700,2021-10-18 11:34:15.760 +0700
3232,chai 100 hộp 10 50 x 10 viên,bottle of 100 boxes of 10 50 x 10 tablets,translate,2021-10-18 11:34:24.930 +0700,2021-10-18 11:34:24.930 +0700
3269,vd 28443 17,vd 28443 17,translate,2021-10-18 11:35:20.664 +0700,2021-10-18 11:35:20.664 +0700
3273,vd 24985 16,vd 24985 16,translate,2021-10-18 11:35:25.158 +0700,2021-10-18 11:35:25.158 +0700
3289,vd 34245 20,vd 34245 20,translate,2021-10-18 11:35:44.722 +0700,2021-10-18 11:35:44.722 +0700
3303,hộp 1 chai 60ml 100ml 120ml,box of 1 bottle 60ml 100ml 120ml,translate,2021-10-18 11:35:55.747 +0700,2021-10-18 11:35:55.747 +0700
3313,gc 327 19,gc 327 19,translate,2021-10-18 11:36:06.502 +0700,2021-10-18 11:36:06.502 +0700
3321,vn 2751 07,vn 2751 07,translate,2021-10-18 11:36:13.551 +0700,2021-10-18 11:36:13.551 +0700
3325,vd 17653 12,vd 17653 12,translate,2021-10-18 11:36:17.556 +0700,2021-10-18 11:36:17.556 +0700
3328,hộp 1 vỉ 2 vỉ x 6 viên,box of 1 blister 2 blisters x 6 tablets,translate,2021-10-18 11:36:17.709 +0700,2021-10-18 11:36:17.709 +0700
3332,hộp 20 vỉ x 10 viên nén dài bao phim,box of 20 blisters x 10 film coated tablets,translate,2021-10-18 11:36:21.148 +0700,2021-10-18 11:36:21.148 +0700
3333,vn 0296 06,vn 0296 06,translate,2021-10-18 11:36:25.052 +0700,2021-10-18 11:36:25.052 +0700
3341,hộp 3 vỉ x 10 viên 4 vỉ x 7 viên,box of 3 blisters x 10 tablets 4 blisters x 7 tablets,translate,2021-10-18 11:36:29.771 +0700,2021-10-18 11:36:29.771 +0700
3343,hộp 2 vỉ x 10 viên (alu pvc),box of 2 blisters x 10 tablets (alu pvc),translate,2021-10-18 11:36:32.476 +0700,2021-10-18 11:36:32.476 +0700
3344,vd 32492 19,vd 32492 19,translate,2021-10-18 11:36:32.491 +0700,2021-10-18 11:36:32.491 +0700
3345,hộp 2 vỉ 5 vỉ 10 vỉ x 10 viên hộp 1 lọ 20 viên hộp 1 lọ 100 viên hộp 1 lọ 200 viên,box of 2 blisters 5 blisters 10 blisters x 10 tablets box of 1 bottle of 20 tablets box of 1 bottle of 100 tablets box of 1 bottle of 200 tablets,translate,2021-10-18 11:36:32.579 +0700,2021-10-18 11:36:32.579 +0700
3347,hộp 1 chai x 50 ml,box of 1 bottle x 50 ml,translate,2021-10-18 11:36:36.659 +0700,2021-10-18 11:36:36.659 +0700
3351,"100mg 200mg 200 mcg","100mg 200mg 200 mcg",translate,2021-10-18 11:36:40.413 +0700,2021-10-18 11:36:40.413 +0700
3367,hộp 1vỉ x 7viên,box of 1 blister x 7 tablets,translate,2021-10-18 11:36:52.847 +0700,2021-10-18 11:36:52.847 +0700
3369,vd 31631 19,vd 31631 19,translate,2021-10-18 11:36:56.454 +0700,2021-10-18 11:36:56.454 +0700
3370,chai 300 viên,bottle of 300 tablets,translate,2021-10-18 11:36:56.469 +0700,2021-10-18 11:36:56.469 +0700
3371,hộp 4 vỉ x 4 viên,box of 4 blisters x 4 tablets,translate,2021-10-18 11:36:56.566 +0700,2021-10-18 11:36:56.566 +0700
3374,"186 10 936 10 10 10","186 10 936 10 10 10",translate,2021-10-18 11:37:02.253 +0700,2021-10-18 11:37:02.253 +0700
3380,hộp 3 lọ 50ml,box of 3 bottles of 50ml,translate,2021-10-18 11:37:06.021 +0700,2021-10-18 11:37:06.021 +0700
3390,vd 32924 19,vd 32924 19,translate,2021-10-18 11:37:18.672 +0700,2021-10-18 11:37:18.672 +0700
3391,vd 17131 12,vd 17131 12,translate,2021-10-18 11:37:22.336 +0700,2021-10-18 11:37:22.336 +0700
3393,vd 34085 20,vd 34085 20,translate,2021-10-18 11:37:22.407 +0700,2021-10-18 11:37:22.407 +0700
3394,hộp 14 gói x 3g,box of 14 packs x 3g,translate,2021-10-18 11:37:22.418 +0700,2021-10-18 11:37:22.418 +0700
3395,chai 100 viên nang,bottle of 100 capsules,translate,2021-10-18 11:37:22.474 +0700,2021-10-18 11:37:22.474 +0700
3396,hộp 10 vỉ 50 vỉ x 10 viên hộp 1 lọ 100 viên hộp 1 lọ 500 viên,box of 10 blisters of 50 blisters x 10 tablets box of 1 bottle of 100 tablets box of 1 bottle of 500 tablets,translate,2021-10-18 11:37:22.526 +0700,2021-10-18 11:37:22.526 +0700
3408,vn 0727 06,vn 0727 06,translate,2021-10-18 11:37:30.120 +0700,2021-10-18 11:37:30.120 +0700
3417,vd 33232 19,vd 33232 19,translate,2021-10-18 11:37:39.237 +0700,2021-10-18 11:37:39.237 +0700
3469,hộp 30 gói x 2g thuốc bột uống,box of 30 sachets x 2g of oral powder,translate,2021-10-18 11:38:46.445 +0700,2021-10-18 11:38:46.445 +0700
3470,vd 28880 18,vd 28880 18,translate,2021-10-18 11:38:50.307 +0700,2021-10-18 11:38:50.307 +0700
3613,"500mg 2mg 15mg","500mg 2mg 15mg",translate,2021-10-18 11:41:24.035 +0700,2021-10-18 11:41:24.035 +0700
3635,vd 28536 17,vd 28536 17,translate,2021-10-18 11:41:57.302 +0700,2021-10-18 11:41:57.302 +0700
6077,bạch truật 300 mg,leukoplakia 300 mg,translate,2021-10-18 16:01:18.267 +0700,2021-10-18 16:01:18.267 +0700
6222,đào nhân 400 mg,peach kernel 400 mg,translate,2021-10-18 16:02:31.032 +0700,2021-10-18 16:02:31.032 +0700
6225,hộp 1 tuýp 5 viên,box of 1 tube of 5 tablets,translate,2021-10-18 16:02:31.186 +0700,2021-10-18 16:02:31.186 +0700
6309,l threonin 450mg,l threonine 450mg,translate,2021-10-18 16:02:54.552 +0700,2021-10-18 16:02:54.552 +0700
6311,thục địa 908mg,field 908mg,translate,2021-10-18 16:02:54.642 +0700,2021-10-18 16:02:54.642 +0700
6501,dung dịch tiêm tiêm truyền,solution for infusion,translate,2021-10-20 11:13:36.811 +0700,2021-10-20 11:13:36.811 +0700
7159,hộp 5 vỉ hộp 10 vỉ x 10 viên viên nang mềm uống,box of 5 blisters box of 10 blisters x 10 oral soft capsules,translate,2021-10-20 11:31:10.014 +0700,2021-10-20 11:31:10.014 +0700
7181,viên nén bao phim hộp 3 vỉ x 10 viên hộp 10 vỉ x 10 viên uống,film coated tablets box of 3 blisters x 10 tablets box of 10 blisters x 10 oral tablets,translate,2021-10-20 11:31:18.482 +0700,2021-10-20 11:31:18.482 +0700
7188,bột pha tiêm hộp 10 lọ tiêm,"powder for injection, box of 10 injection vials",translate,2021-10-20 11:31:20.668 +0700,2021-10-20 11:31:20.668 +0700
7193,viên nén sủi bọt hộp 5 vỉ x 4 viên uống,effervescent tablets box of 5 blisters x 4 oral tablets,translate,2021-10-20 11:31:23.605 +0700,2021-10-20 11:31:23.605 +0700
